DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 181.479 108 -142 -33 b_quark 0 4.18 182.821 -159 86 -27
tau+ 0 1.78 179.458 131 -65 104 tau- 0 1.78 286.955 -220 98 -156
W+ 1 80.4 204.475 32 -131 -131 W- 1 80.4 214.052 -19 97 172
b_quark 0 4.18 191.652 -101 76 -144 b_quark 0 4.18 256.179 189 -135 108
W+ 1 80.4 222.585 -142 146 -40 W- 1 80.4 175.514 90 -79 100
b_quark 0 4.18 154.167 135 -7 -74 b_quark 0 4.18 179.42 -159 2 83
b_quark 0 4.18 129.412 -111 40 53 b_quark 0 4.18 138.703 89 -104 22
b_quark 0 4.18 105.449 69 -79 -10 b_quark 0 4.18 134.946 -114 29 66
b_quark 0 4.18 158.573 -62 -122 -80 b_quark 0 4.18 142.308 8 141 17
b_quark 0 4.18 197.968 -118 -139 77 b_quark 0 4.18 283.246 217 181 19
b_quark 0 4.18 134.024 52 29 -120 b_quark 0 4.18 190.322 -45 -18 184
b_quark 0 4.18 129.192 -126 11 26 b_quark 0 4.18 103.829 53 -85 -27
W+ 1 80.4 114.18 -67 -40 -22 W- 1 80.4 121.483 63 65 -10
b_quark 0 4.18 162.473 -118 66 -90 b_quark 0 4.18 169.205 167 20 18
W+ 1 80.4 206.216 69 130 -120 W- 1 80.4 191.776 -31 -108 133
b_quark 0 4.18 132.622 95 -89 -25 b_quark 0 4.18 122.198 -27 119 5
W+ 1 80.4 103.553 -23 -39 -47 W- 1 80.4 176.76 82 -34 130
Z 1 91.2 241.478 -148 129 107 Z 1 91.2 228.225 156 -83 -112
b_quark 0 4.18 150.225 -10 147 -29 b_quark 0 4.18 170.524 -66 -144 -63
tau+ 0 1.78 203.242 -148 -74 -118 tau- 0 1.78 227.465 60 131 176
b_quark 0 4.18 116.544 -26 -35 108 b_quark 0 4.18 178.184 -24 60 -166
b_quark 0 4.18 155.156 66 -92 -106 b_quark 0 4.18 104.204 -85 4 60
b_quark 0 4.18 88.0197 -83 0 29 b_quark 0 4.18 166.516 102 95 -91
W+ 1 80.4 153.799 11 13 -130 W- 1 80.4 112.059 5 -58 52
b_quark 0 4.18 193.338 116 -91 125 b_quark 0 4.18 222.051 -134 -2 -177
b_quark 0 4.18 173.394 -20 88 148 b_quark 0 4.18 122.741 -40 -98 -62
Z 1 91.2 160.183 6 12 131 Z 1 91.2 194.798 6 -3 -172
b_quark 0 4.18 140.266 -42 127 -42 b_quark 0 4.18 124.062 54 -103 43
b_quark 0 4.18 133.703 37 -19 127 b_quark 0 4.18 149.745 -119 -26 -87
b_quark 0 4.18 116.921 -28 -10 113 b_quark 0 4.18 118.066 -28 93 -67
b_quark 0 4.18 154.966 92 98 -77 b_quark 0 4.18 306.365 -183 -193 152
tau+ 0 1.78 107.829 70 18 -80 tau- 0 1.78 168.322 -44 -67 148
b_quark 0 4.18 171.016 83 146 32 b_quark 0 4.18 119.409 -40 -80 -79
b_quark 0 4.18 169.922 140 70 66 b_quark 0 4.18 189.284 -79 -109 -133
b_quark 0 4.18 129.137 -61 113 -13 b_quark 0 4.18 189.099 141 -124 -22
b_quark 0 4.18 214.351 -127 126 118 b_quark 0 4.18 238.813 81 -217 -58
b_quark 0 4.18 153.982 -132 70 37 b_quark 0 4.18 197.442 169 -102 -1
b_quark 0 4.18 235.114 134 -132 141 b_quark 0 4.18 204.967 -171 72 -87
W+ 1 80.4 164.247 21 134 46 W- 1 80.4 175.836 55 -105 -102
b_quark 0 4.18 111.707 101 -12 -46 b_quark 0 4.18 135.821 -129 5 -42
b_quark 0 4.18 43.2143 23 -36 5 b_quark 0 4.18 106.299 -28 93 -43
b_quark 0 4.18 114.138 85 -59 48 b_quark 0 4.18 168.542 -167 20 10
b_quark 0 4.18 135.759 -74 -61 96 b_quark 0 4.18 204.148 139 117 -93
b_quark 0 4.18 140.358 63 -45 117 b_quark 0 4.18 228.062 -157 -11 -165
b_quark 0 4.18 133.276 -52 -65 104 b_quark 0 4.18 193.203 138 71 -115
b_quark 0 4.18 131.391 -94 -39 83 b_quark 0 4.18 201.825 130 -50 -146
b_quark 0 4.18 158.835 -141 -43 59 b_quark 0 4.18 106.252 96 30 -34
b_quark 0 4.18 133.89 -82 81 68 b_quark 0 4.18 208.721 165 -121 -41
W+ 1 80.4 111.145 43 -58 26 W- 1 80.4 97.4277 36 -24 -34
Z 1 91.2 133.306 -16 61 -74 Z 1 91.2 151.692 48 -17 110
b_quark 0 4.18 123.727 -97 -71 -29 b_quark 0 4.18 135.807 121 44 -43
b_quark 0 4.18 175.281 -123 -104 -69 b_quark 0 4.18 234.554 129 154 121
tau+ 0 1.78 162.124 84 -125 60 tau- 0 1.78 137.765 -84 52 -96
b_quark 0 4.18 135.582 48 -85 94 b_quark 0 4.18 194.565 23 178 -75
W+ 1 80.4 130.223 -87 -30 45 W- 1 80.4 144.236 32 -50 -104
b_quark 0 4.18 185.783 125 -72 -117 b_quark 0 4.18 142.139 -72 121 19
W+ 1 80.4 164.083 -7 -103 99 W- 1 80.4 190.888 -3 99 -142
tau+ 0 1.78 97.2994 54 52 -62 tau- 0 1.78 164.113 -88 -135 31
b_quark 0 4.18 175.053 128 -119 -9 b_quark 0 4.18 92.4147 -57 57 -45
b_quark 0 4.18 166.239 -59 -44 149 b_quark 0 4.18 216.957 138 80 -147
b_quark 0 4.18 134.333 6 -134 6 b_quark 0 4.18 186.06 -64 173 -24
b_quark 0 4.18 198.006 -98 -127 -116 b_quark 0 4.18 184.433 137 98 75
b_quark 0 4.18 183.746 -97 -144 -60 b_quark 0 4.18 250.319 56 185 159
tau+ 0 1.78 160.914 -139 -80 -13 tau- 0 1.78 241.081 128 177 102
b_quark 0 4.18 128.33 59 -33 109 b_quark 0 4.18 162.528 -105 82 -93
b_quark 0 4.18 165.138 -72 -138 -55 b_quark 0 4.18 277.012 170 217 27
b_quark 0 4.18 135.368 1 135 9 b_quark 0 4.18 54.2446 -26 -43 -20
b_quark 0 4.18 123.881 92 33 76 b_quark 0 4.18 190.396 -178 -18 -65
b_quark 0 4.18 223.122 111 -146 127 b_quark 0 4.18 256.824 -177 166 -84
b_quark 0 4.18 68.793 -35 33 -49 b_quark 0 4.18 105.738 77 -47 55
W+ 1 80.4 162.93 121 71 -20 W- 1 80.4 130.955 -102 5 -16
b_quark 0 4.18 173.224 114 73 -108 b_quark 0 4.18 200.398 -141 -95 106
b_quark 0 4.18 95.0551 -77 8 55 b_quark 0 4.18 129.103 125 32 -1
b_quark 0 4.18 103.805 -86 -49 31 b_quark 0 4.18 215.832 146 121 -103
W+ 1 80.4 241.746 149 120 -124 W- 1 80.4 180.871 -128 -29 95
b_quark 0 4.18 214.936 80 138 144 b_quark 0 4.18 170.814 0 -54 -162
b_quark 0 4.18 57.1443 -20 -52 12 b_quark 0 4.18 67.6127 -32 41 43
W+ 1 80.4 181.412 114 -15 115 W- 1 80.4 110.005 -55 44 -26
b_quark 0 4.18 75.0431 -50 -45 -33 b_quark 0 4.18 53.5114 -39 -35 -10
b_quark 0 4.18 194.251 142 116 64 b_quark 0 4.18 258.154 -239 -44 -87
b_quark 0 4.18 189.622 143 -87 -89 b_quark 0 4.18 316.352 -214 173 156
b_quark 0 4.18 185.223 -13 125 -136 b_quark 0 4.18 78.4504 46 -50 39
b_quark 0 4.18 187.927 -105 -125 93 b_quark 0 4.18 263.216 163 186 -90
b_quark 0 4.18 85.9039 -49 44 55 b_quark 0 4.18 127.136 101 -43 -64
b_quark 0 4.18 225.571 -136 113 -140 b_quark 0 4.18 257.141 52 -126 218
Z 1 91.2 118.387 -17 -72 -15 Z 1 91.2 144.217 111 -4 12
b_quark 0 4.18 208.659 146 118 -91 b_quark 0 4.18 118.281 -47 -100 42
tau+ 0 1.78 80.3503 12 -15 -78 tau- 0 1.78 43.176 -12 39 -14
b_quark 0 4.18 160.267 16 -146 -64 b_quark 0 4.18 224.792 29 152 163
b_quark 0 4.18 143.508 110 -14 91 b_quark 0 4.18 228.152 -126 72 -176
tau+ 0 1.78 128.328 -3 110 66 tau- 0 1.78 120.666 -45 -106 -36
b_quark 0 4.18 51.2589 35 -19 -32 b_quark 0 4.18 78.1695 12 75 -18
b_quark 0 4.18 186.474 -145 109 43 b_quark 0 4.18 72.9895 71 -10 13
tau+ 0 1.78 188.024 -111 -150 -23 tau- 0 1.78 210.162 110 132 121
b_quark 0 4.18 182.722 63 140 99 b_quark 0 4.18 114.099 -26 -79 -78
Z 1 91.2 134.397 63 0 -76 Z 1 91.2 191.025 2 40 163
b_quark 0 4.18 129.659 -107 -56 47 b_quark 0 4.18 146.279 110 64 -72
W+ 1 80.4 125.528 90 -32 13 W- 1 80.4 235.002 -177 132 -3
b_quark 0 4.18 129.505 -104 77 3 b_quark 0 4.18 253.309 200 -132 -82
b_quark 0 4.18 91.8448 52 67 -35 b_quark 0 4.18 181.93 23 -146 106
b_quark 0 4.18 159.466 58 12 148 b_quark 0 4.18 269.278 30 -112 -243
b_quark 0 4.18 88.648 48 49 56 b_quark 0 4.18 141.388 -103 -30 -92
b_quark 0 4.18 183.577 113 -85 -117 b_quark 0 4.18 225.061 -161 105 117
b_quark 0 4.18 111.402 -101 16 -44 b_quark 0 4.18 163.861 159 -36 16
b_quark 0 4.18 143.466 87 114 0 b_quark 0 4.18 87.467 -45 -42 62
b_quark 0 4.18 169.869 -31 -106 129 b_quark 0 4.18 182.053 -10 175 -49
b_quark 0 4.18 122.276 -43 -98 59 b_quark 0 4.18 109.957 92 60 -3
b_quark 0 4.18 171.94 111 76 107 b_quark 0 4.18 233.939 -170 23 -159
b_quark 0 4.18 47.6914 40 9 24 b_quark 0 4.18 94.2256 -29 -78 -44
tau+ 0 1.78 126.555 106 69 -4 tau- 0 1.78 108.444 -98 -37 28
b_quark 0 4.18 168.486 -92 141 5 b_quark 0 4.18 108.132 5 -69 83
W+ 1 80.4 190.245 129 -68 -92 W- 1 80.4 257.185 -204 80 108
W+ 1 80.4 177.913 108 -54 -103 W- 1 80.4 213.068 -62 121 143
W+ 1 80.4 156.145 -40 21 126 W- 1 80.4 172.204 61 -62 -125
b_quark 0 4.18 192.006 -49 -112 -148 b_quark 0 4.18 227.839 23 208 90
b_quark 0 4.18 171.754 121 21 120 b_quark 0 4.18 115.769 -49 78 -70
b_quark 0 4.18 160.289 -135 -63 59 b_quark 0 4.18 273.48 199 127 -138
W+ 1 80.4 167.872 18 -132 -63 W- 1 80.4 147.412 -76 97 -9
b_quark 0 4.18 174.205 -125 92 79 b_quark 0 4.18 172.402 56 0 -163
b_quark 0 4.18 162.048 -148 33 57 b_quark 0 4.18 161.547 108 60 -104
b_quark 0 4.18 116.561 43 22 106 b_quark 0 4.18 160.37 -44 7 -154
b_quark 0 4.18 71.8016 -4 -71 -9 b_quark 0 4.18 98.4605 -83 42 32
b_quark 0 4.18 100.137 -29 40 87 b_quark 0 4.18 242.434 112 -122 -177
b_quark 0 4.18 119.212 27 72 -91 b_quark 0 4.18 122.945 -105 -52 37
b_quark 0 4.18 149.129 143 3 -42 b_quark 0 4.18 127.073 -72 -89 -55
b_quark 0 4.18 190.564 97 142 82 b_quark 0 4.18 250.486 -186 -161 -47
b_quark 0 4.18 204.994 140 -146 -33 b_quark 0 4.18 240.837 -203 126 -30
W+ 1 80.4 165.137 -41 57 -126 W- 1 80.4 150.606 0 -123 33
b_quark 0 4.18 78.1695 -62 -35 32 b_quark 0 4.18 88.5069 66 48 34
b_quark 0 4.18 90.6282 80 14 40 b_quark 0 4.18 148.619 -127 -71 30
b_quark 0 4.18 52.7302 43 17 25 b_quark 0 4.18 97.3985 28 -78 51
b_quark 0 4.18 95.3649 -40 -9 -86 b_quark 0 4.18 124.718 25 -64 104
b_quark 0 4.18 143.173 -133 -46 -26 b_quark 0 4.18 223.974 165 121 91
b_quark 0 4.18 99.3804 97 -15 -15 b_quark 0 4.18 190.059 -173 -76 -20
b_quark 0 4.18 170.899 137 102 4 b_quark 0 4.18 183.375 -85 -160 -28
W+ 1 80.4 176.015 114 60 89 W- 1 80.4 200.921 -140 -81 -88
b_quark 0 4.18 180.772 -142 41 -104 b_quark 0 4.18 248.553 166 -139 122
b_quark 0 4.18 152.278 119 -71 63 b_quark 0 4.18 74.5954 -55 11 -49
W+ 1 80.4 148.739 -87 89 13 W- 1 80.4 104.681 -11 -23 -62
b_quark 0 4.18 112.091 63 -73 57 b_quark 0 4.18 192.926 29 149 -119
b_quark 0 4.18 159.41 83 -3 136 b_quark 0 4.18 219.824 -180 -23 -124
b_quark 0 4.18 149.651 -27 65 132 b_quark 0 4.18 133.759 103 -32 -79
b_quark 0 4.18 58.9531 -40 3 -43 b_quark 0 4.18 128.649 49 -26 116
b_quark 0 4.18 116.222 -23 -80 81 b_quark 0 4.18 147.294 1 146 19
b_quark 0 4.18 134.765 76 -88 -68 b_quark 0 4.18 188.887 -91 22 164
b_quark 0 4.18 177.377 145 -102 -4 b_quark 0 4.18 231.951 -196 118 38
b_quark 0 4.18 110.315 -90 -44 -46 b_quark 0 4.18 200.645 189 58 -34
b_quark 0 4.18 192.059 113 40 150 b_quark 0 4.18 188.432 -146 -22 -117
W+ 1 80.4 163.252 47 127 -43 W- 1 80.4 150.659 -51 -112 -33
b_quark 0 4.18 104.007 -100 28 -4 b_quark 0 4.18 117.467 64 42 -89
W+ 1 80.4 200.26 138 -40 -114 W- 1 80.4 141.089 -57 28 97
b_quark 0 4.18 149.852 -123 -35 -78 b_quark 0 4.18 201.381 186 -30 71
W+ 1 80.4 198.225 67 -122 116 W- 1 80.4 237.43 -90 97 -180
W+ 1 80.4 176.106 64 -17 142 W- 1 80.4 176.106 -7 -28 -154
W+ 1 80.4 164.785 -4 -143 -15 W- 1 80.4 155.699 -32 127 -25
b_quark 0 4.18 108.169 9 -71 81 b_quark 0 4.18 157.926 -15 -7 -157
W+ 1 80.4 158.95 125 26 50 W- 1 80.4 124.957 -73 61 10
b_quark 0 4.18 158.762 44 -146 -44 b_quark 0 4.18 214.752 -58 199 -56
b_quark 0 4.18 154.034 62 -131 -52 b_quark 0 4.18 275.975 -142 195 134
tau+ 0 1.78 104.557 62 -61 -58 tau- 0 1.78 88.6181 20 39 77
b_quark 0 4.18 144.967 -102 55 -87 b_quark 0 4.18 102.623 57 -73 44
W+ 1 80.4 115.174 -41 64 32 W- 1 80.4 116.354 59 -28 -53
W+ 1 80.4 182.149 -85 -92 105 W- 1 80.4 293.737 136 189 -160
b_quark 0 4.18 171.358 -16 83 -149 b_quark 0 4.18 223.156 -81 -28 206
b_quark 0 4.18 177.346 -112 -137 -11 b_quark 0 4.18 181.217 142 97 -57
b_quark 0 4.18 208.215 -114 -144 98 b_quark 0 4.18 209.634 133 136 -88
W+ 1 80.4 195.597 47 -104 137 W- 1 80.4 238.483 -12 145 -171
W+ 1 80.4 147.913 122 -13 -19 W- 1 80.4 174.863 -64 -81 116
b_quark 0 4.18 154.4 39 -101 -110 b_quark 0 4.18 202.253 -92 147 104
b_quark 0 4.18 113.571 -109 10 30 b_quark 0 4.18 124.926 81 -48 -82
b_quark 0 4.18 140.255 -30 23 135 b_quark 0 4.18 122.37 45 -46 -104
b_quark 0 4.18 160.239 99 27 123 b_quark 0 4.18 151.101 -2 -93 -119
b_quark 0 4.18 204.202 109 126 -118 b_quark 0 4.18 238.165 -128 -161 120
b_quark 0 4.18 185.196 30 122 136 b_quark 0 4.18 206.038 7 -168 -119
b_quark 0 4.18 188.041 -105 149 46 b_quark 0 4.18 263.861 176 -150 -127
W+ 1 80.4 122.589 8 -70 -60 W- 1 80.4 175.514 -103 54 104
b_quark 0 4.18 159.711 100 -123 19 b_quark 0 4.18 214.382 -199 79 -10
b_quark 0 4.18 181.776 -78 -146 75 b_quark 0 4.18 217.549 55 206 -43
W+ 1 80.4 134.96 14 23 105 W- 1 80.4 174.694 -77 50 -125
b_quark 0 4.18 202.018 128 -127 91 b_quark 0 4.18 153.839 -130 70 -43
W+ 1 80.4 173.096 -44 41 -141 W- 1 80.4 287.451 32 -136 238
W+ 1 80.4 118.567 51 63 -32 W- 1 80.4 195.84 -130 -42 115
b_quark 0 4.18 135.094 -76 24 -109 b_quark 0 4.18 196.925 153 -112 53
W+ 1 80.4 178.32 123 -53 -86 W- 1 80.4 182.223 -49 126 92
b_quark 0 4.18 184.012 -125 133 23 b_quark 0 4.18 250.638 211 -109 -80
W+ 1 80.4 161.818 86 -15 -110 W- 1 80.4 196.411 -125 78 102
b_quark 0 4.18 157.237 51 -144 -37 b_quark 0 4.18 134.33 -99 75 51
b_quark 0 4.18 104.635 -59 -39 -77 b_quark 0 4.18 156.318 63 132 55
Z 1 91.2 207.052 -75 112 128 Z 1 91.2 242.871 158 -64 -147
b_quark 0 4.18 89.4565 -14 30 -83 b_quark 0 4.18 99.4609 -27 -89 35
W+ 1 80.4 158.383 114 -45 60 W- 1 80.4 165.222 -57 47 -124
b_quark 0 4.18 147.822 -28 -113 91 b_quark 0 4.18 234.093 -34 201 -115
b_quark 0 4.18 165.083 -9 127 105 b_quark 0 4.18 173.27 34 -57 -160
W+ 1 80.4 157.013 8 115 -70 W- 1 80.4 234.924 -95 -190 60
b_quark 0 4.18 201.59 -83 114 -144 b_quark 0 4.18 228.678 36 -72 214
W+ 1 80.4 152.175 112 -57 30 W- 1 80.4 192.232 -148 76 -53
b_quark 0 4.18 163.843 -67 147 27 b_quark 0 4.18 121.846 62 -52 -91
b_quark 0 4.18 179.634 141 -61 -93 b_quark 0 4.18 142.788 -135 39 25
W+ 1 80.4 152.135 38 -111 -54 W- 1 80.4 138.456 -39 103 24
b_quark 0 4.18 125.95 -47 86 -79 b_quark 0 4.18 74.4545 -1 -74 7
b_quark 0 4.18 147.917 102 -53 -93 b_quark 0 4.18 168.177 -85 121 80
b_quark 0 4.18 139.325 124 7 63 b_quark 0 4.18 186.908 -164 25 -86
b_quark 0 4.18 184.36 -109 -141 47 b_quark 0 4.18 269.753 53 228 -134
b_quark 0 4.18 197.754 110 -67 -150 b_quark 0 4.18 222.59 -192 11 112
b_quark 0 4.18 135.508 -62 -74 95 b_quark 0 4.18 170.457 117 110 -57
b_quark 0 4.18 124.046 -4 123 15 b_quark 0 4.18 121.138 56 -39 -100
b_quark 0 4.18 203.773 -96 131 123 b_quark 0 4.18 261.256 77 -152 -198
tau+ 0 1.78 156.18 4 73 138 tau- 0 1.78 257.07 -61 -156 -195
b_quark 0 4.18 146.791 -76 -25 123 b_quark 0 4.18 129.975 118 6 -54
W+ 1 80.4 215.161 -149 -50 123 W- 1 80.4 233.722 77 -32 -203
b_quark 0 4.18 84.371 12 66 -51 b_quark 0 4.18 77.8426 67 -23 -32
b_quark 0 4.18 117.147 -100 59 -15 b_quark 0 4.18 176.064 152 -74 -49
b_quark 0 4.18 133.964 12 117 -64 b_quark 0 4.18 227.905 -81 -211 29
b_quark 0 4.18 187.007 -108 147 41 b_quark 0 4.18 188.797 27 -127 -137
b_quark 0 4.18 92.0297 -36 -10 -84 b_quark 0 4.18 157.205 124 -62 74
W+ 1 80.4 104.222 -26 -61 -1 W- 1 80.4 108.546 -45 38 43
b_quark 0 4.18 202.589 -140 128 -71 b_quark 0 4.18 215.271 132 -102 136
b_quark 0 4.18 193.214 147 -93 84 b_quark 0 4.18 240.789 -196 139 -15
W+ 1 80.4 180.361 36 -119 -103 W- 1 80.4 200.033 -29 88 158
b_quark 0 4.18 88.5408 -39 75 -26 b_quark 0 4.18 103.196 40 -14 94
b_quark 0 4.18 212.388 111 -143 111 b_quark 0 4.18 140.991 -68 54 -111
W+ 1 80.4 105.774 24 -58 28 W- 1 80.4 191.607 -118 65 -110
b_quark 0 4.18 167.298 -133 9 -101 b_quark 0 4.18 117.972 90 -30 70
b_quark 0 4.18 162.402 -66 -49 -140 b_quark 0 4.18 216.602 35 107 185
W+ 1 80.4 218.932 -137 -123 87 W- 1 80.4 223.242 144 74 -131
b_quark 0 4.18 148.278 88 -8 119 b_quark 0 4.18 65.3565 -23 -58 -19
b_quark 0 4.18 158.74 36 82 131 b_quark 0 4.18 154.391 -71 -3 -137
b_quark 0 4.18 181.583 133 -95 79 b_quark 0 4.18 223.597 -129 181 -24
b_quark 0 4.18 117.654 -72 60 -71 b_quark 0 4.18 106.792 3 -67 83
b_quark 0 4.18 199.686 148 113 72 b_quark 0 4.18 189.756 -53 -75 -166
b_quark 0 4.18 217.535 138 96 138 b_quark 0 4.18 232.591 -210 -66 -75
b_quark 0 4.18 185.447 121 -124 66 b_quark 0 4.18 260.89 -215 139 -50
b_quark 0 4.18 124.284 103 68 -14 b_quark 0 4.18 27.8473 -22 15 7
W+ 1 80.4 237.27 142 -130 113 W- 1 80.4 164.77 -44 130 -43
tau+ 0 1.78 145.286 -45 -78 -114 tau- 0 1.78 146.878 100 79 73
b_quark 0 4.18 123.994 -115 14 44 b_quark 0 4.18 137.777 64 62 -105
b_quark 0 4.18 73.6985 -18 7 71 b_quark 0 4.18 145.298 113 -42 -81
tau+ 0 1.78 179.447 149 -86 -51 tau- 0 1.78 226.601 -188 124 25
b_quark 0 4.18 141.871 -34 27 -135 b_quark 0 4.18 254.5 -66 -126 211
b_quark 0 4.18 162.688 15 113 116 b_quark 0 4.18 233.288 71 -126 -183
b_quark 0 4.18 133.621 66 5 116 b_quark 0 4.18 156.954 -65 86 -114
b_quark 0 4.18 198.84 108 -120 -116 b_quark 0 4.18 283.192 -196 192 70
b_quark 0 4.18 122.035 -111 45 -23 b_quark 0 4.18 106.412 101 -12 -31
W+ 1 80.4 167.15 -33 -125 69 W- 1 80.4 255.38 -55 221 -83
W+ 1 80.4 227.399 -145 -70 -139 W- 1 80.4 192.042 112 104 84
W+ 1 80.4 142.496 -1 68 96 W- 1 80.4 83.3916 15 -3 -16
b_quark 0 4.18 205.804 56 -139 141 b_quark 0 4.18 107.161 27 39 -96
b_quark 0 4.18 145.25 100 -102 26 b_quark 0 4.18 72.6944 -31 65 -9
b_quark 0 4.18 174.346 -33 97 -141 b_quark 0 4.18 202.105 96 -118 133
b_quark 0 4.18 210.325 107 143 111 b_quark 0 4.18 218.674 -183 -94 -74
b_quark 0 4.18 72.9621 -57 11 -44 b_quark 0 4.18 173.78 18 -97 143
b_quark 0 4.18 179.085 119 42 127 b_quark 0 4.18 183.225 -23 25 -180
b_quark 0 4.18 191.247 -130 83 113 b_quark 0 4.18 207.39 68 -88 -175
b_quark 0 4.18 15.5394 -12 8 4 b_quark 0 4.18 102.623 64 73 33
W+ 1 80.4 152.467 49 50 109 W- 1 80.4 162.016 -110 -86 -17
b_quark 0 4.18 48.3784 21 39 -19 b_quark 0 4.18 116.239 -55 -95 -38
b_quark 0 4.18 190.648 102 -145 70 b_quark 0 4.18 287.095 -182 221 21
b_quark 0 4.18 244.956 145 -144 -135 b_quark 0 4.18 348.179 -219 203 179
b_quark 0 4.18 163.381 148 26 64 b_quark 0 4.18 252.671 -205 -22 -146
W+ 1 80.4 186.926 45 -114 -116 W- 1 80.4 277.238 -62 147 212
b_quark 0 4.18 140.991 -121 -48 54 b_quark 0 4.18 150.843 104 108 -16
b_quark 0 4.18 203.69 -144 0 144 b_quark 0 4.18 250.718 160 -39 -189
b_quark 0 4.18 148.847 57 -67 120 b_quark 0 4.18 114.296 -23 -14 -111
b_quark 0 4.18 200.737 -11 149 134 b_quark 0 4.18 249.697 49 -241 -43
W+ 1 80.4 204.837 102 147 59 W- 1 80.4 211.547 -48 -128 -140
b_quark 0 4.18 126.065 -113 9 55 b_quark 0 4.18 108.275 55 -20 -91
b_quark 0 4.18 96.2417 -20 93 14 b_quark 0 4.18 33.563 -32 7 6
tau+ 0 1.78 146.902 120 -11 84 tau- 0 1.78 97.4893 -26 19 -92
W+ 1 80.4 153.477 113 -59 -29 W- 1 80.4 179.137 -119 61 88
b_quark 0 4.18 32.7944 -28 -7 -15 b_quark 0 4.18 82.2099 48 -9 66
b_quark 0 4.18 116.548 41 2 109 b_quark 0 4.18 163.849 -38 -83 -136
b_quark 0 4.18 166.6 21 -144 -81 b_quark 0 4.18 208.191 -94 77 169
b_quark 0 4.18 177.883 150 49 82 b_quark 0 4.18 241.569 -220 -97 -23
W+ 1 80.4 180.569 67 -76 126 W- 1 80.4 223.869 -38 47 -200
b_quark 0 4.18 93.1905 87 -3 -33 b_quark 0 4.18 54.3643 -11 -36 -39
b_quark 0 4.18 180.539 -98 -53 142 b_quark 0 4.18 178.926 112 133 -42
W+ 1 80.4 181.29 -73 -137 48 W- 1 80.4 134.589 0 99 -43
W+ 1 80.4 167.744 -143 35 0 W- 1 80.4 166.824 117 -54 69
b_quark 0 4.18 179.261 136 114 -25 b_quark 0 4.18 117.535 -73 -62 -68
b_quark 0 4.18 183.212 14 148 107 b_quark 0 4.18 201.334 -85 -82 -163
b_quark 0 4.18 71.3475 -35 -62 -2 b_quark 0 4.18 90.0859 81 -4 -39
b_quark 0 4.18 148.75 53 16 -138 b_quark 0 4.18 177.557 -97 14 148
b_quark 0 4.18 169.601 -129 -15 109 b_quark 0 4.18 121.32 74 -3 -96
W+ 1 80.4 132.322 38 -24 -95 W- 1 80.4 165.176 3 19 143
Z 1 91.2 182.437 -139 67 -34 Z 1 91.2 173.95 104 -105 -10
b_quark 0 4.18 192.074 -119 117 -95 b_quark 0 4.18 160.638 23 -133 87
b_quark 0 4.18 144.995 114 -57 -69 b_quark 0 4.18 205.045 -109 97 144
W+ 1 80.4 148.695 93 39 74 W- 1 80.4 215.873 -182 -82 -17
W+ 1 80.4 147.004 -104 -19 -63 W- 1 80.4 178.315 134 40 76
b_quark 0 4.18 162.59 -127 -17 100 b_quark 0 4.18 206.532 89 74 -171
b_quark 0 4.18 152.435 -103 87 -71 b_quark 0 4.18 156.919 109 -110 -25
Z 1 91.2 117.586 18 44 57 Z 1 91.2 124.625 6 -83 -17
b_quark 0 4.18 80.972 47 39 -53 b_quark 0 4.18 78.4504 -52 -52 -27
b_quark 0 4.18 160.136 -100 49 115 b_quark 0 4.18 155.433 135 21 -74
b_quark 0 4.18 160.768 -63 -74 128 b_quark 0 4.18 137.414 80 -12 -111
b_quark 0 4.18 209.67 112 -106 142 b_quark 0 4.18 253.481 -195 139 -83
b_quark 0 4.18 139.952 35 38 -130 b_quark 0 4.18 96.0806 59 -63 42
b_quark 0 4.18 144.432 -67 73 -105 b_quark 0 4.18 242.758 133 -160 125
b_quark 0 4.18 205.97 141 5 150 b_quark 0 4.18 329.957 -218 -57 -241
Z 1 91.2 120.845 -54 -39 43 Z 1 91.2 163.776 102 1 -90
tau+ 0 1.78 83.2296 58 -14 -58 tau- 0 1.78 50.815 -3 19 47
b_quark 0 4.18 170.808 77 -27 150 b_quark 0 4.18 160.058 21 14 -158
Z 1 91.2 140.191 -24 -58 -86 Z 1 91.2 195.426 -23 -28 169
b_quark 0 4.18 135.781 121 -57 -23 b_quark 0 4.18 129.377 -106 74 -3
b_quark 0 4.18 192.053 -17 -127 -143 b_quark 0 4.18 215.433 17 204 67
W+ 1 80.4 107.616 -13 -68 -18 W- 1 80.4 173.635 112 70 79
b_quark 0 4.18 143.107 -73 123 -2 b_quark 0 4.18 141.755 59 -114 -60
b_quark 0 4.18 175.235 63 120 111 b_quark 0 4.18 170.712 -132 -105 -26
W+ 1 80.4 111.992 -43 -2 65 W- 1 80.4 148.338 68 10 -104
b_quark 0 4.18 184.389 129 -21 130 b_quark 0 4.18 275.805 -165 -51 -215
b_quark 0 4.18 193.128 116 -73 -136 b_quark 0 4.18 188.625 -124 131 55
